	278
rests	13
result	35
resulted	1
resulting	2
results	8
resume	4
resumed	16
resumed^a	1
resumes	4
retail	1
retain	5
retained	2
retaining	1
retains	5
retaliate	1
retard	2
retarded	1
retards	1
retentive	1
retinue	1
retir^a	1
retire	35
retired	47
retirement	2
retires	20
retiring	7
retort	1
retorted	2
retorts	1
retreat	28
retreated	6
retreating	9
retreats	5
retribution	2
retributive	1
retrieve	2
retrieved	1
retrieves	1
retrod	1
retrospect	1
return	183
return^a	30
returned	83
returning	37
returns	24
reuss	1
reveal	9
reveal^a	10
revealed	19
revealing	3
reveals	1
revel	3
revelation	5
revelations	1
revelry	1
revenez	1
revenge	67
revenged	1
revengeful	3
revenges	1
revenging	1
revenue	5
revenues	2
reverberated	1
revere	7
revered	6
reverence	13
reverend	34
reverent	2
reverential	3
reveres	1
reverie	4
reveries	4
reverse	7
reversed	4
reverses	1
revert	1
reverted	2
reverting	1
reverts	1
review	14
reviewed	3
reviews	6
revile	1
reviles	1
revised	1
revising	2
revision	4
revisit	2
revival	1
revive	9
revived	9
revives	3
reviving	3
revoir	3
revoke	1
revolt	2
revolted	5
revolting	7
revolution	8
revolutionary	3
revolutionist	1
revolutionize	1
revolutions	3
revolve	1
revolved	7
revolver	6
revolves	1
revolving	12
revulsion	1
reward	31
rewarded	6
rewarding	1
rewards	4
rhadamanth	1
rhapsodes	2
rhapsodic	1
rhapsodies	3
rhapsodize	1
rhea	1
rhena	1
rhesus	10
rhesus^a	4
rhetorical	1
rhigmas	1
rhine	9
rhodes	4
rhodian	2
rhodians	1
rhodius	1
rhone	2
rhyming	1
rhythm	2
rhythmically	6
rhytion^a	1
rib	1
ribb^a	1
ribbon	8
ribbons	13
ribs	3
rich	83
richard	2
richer	1
riches	11
richest	4
richly	1
richness	2
rid	21
ridden	4
riddle	6
ride	12
rider	5
riders	3
rides	1
ridge	2
ridges	4
ridicule	15
ridiculed	2
ridiculing	2
ridiculous	18
riding	25
riduce	1
rien	2
rifle	1
rifled	1
rifts	2
rigg^a	1
rigged	2
right	348
righteous	6
rightful	1
righting	1
rightly	10
rights	29
rigid	4
rigidity	3
rill	1
rills	9
rim	5
rinaldo	2
ring	55
ringing	20
ringlets	9
rings	34
rinsed	1
riot	1
ripe	7
ripen	2
ripen^a	2
ripened	1
ripening	1
riposo	1
ripp^a	1
rippling	1
rise	114
risen	16
riserba	1
rises	23
rising	102
risk	8
risky	1
ristitch	2
rite	14
rites	33
rival	24
rival^a	6
rivalled	2
rivalry	3
rivals	9
rivals^a	1
riven	2
river	50
river^a	1
rivers	16
riverside	3
rivets	1
riz	1
road	63
roads	8
roadside	2
roam	4
roaming	2
roan	1
roar	30
roar^a	3
roared	7
roaring	12
roarings	4
roars	23
roast	6
roasted	1
roasting	1
rob	7
robb^a	6
robbed	5
robbers	1
robbery	1
robe	6
robert	1
robes	2
robinson	3
robs	1
robust	2
rock	38
rock^a	4
rocke	1
rocking	6
rocks	24
rocky	16
rod	3
rode	24
roe	1
roguish	1
roguishly	1
roi	2
roland	1
rolandak	2
roll	46
roll^a	42
rolled	14
rolling	39
rolls	38
roman	7
romance	5
romances	2
romans	2
romantic	7
rome	6
rompue	1
romulus	2
roncesvalles	1
rond	1
rood	1
roof	21
roofed	1
roofs	11
room	535
rooms	46
roomy	4
roost	3
root	5
rooted	11
roots	12
rope	2
ropes	1
roscoe^a	1
rose	138
roseate	2
roses	3
rosettes	2
rosier	1
rosings	24
rossi	1
rosy	29
rotation	1
rotte	1
rotterdam	2
rotunda	1
rouble	11
roubles	44
rough	30
rougher	1
roughftey	1
roughly	2
roughness	2
round	465
rounded	3
roundly	1
rounds	2
rous	2
rouse	21
roused	31
rouses	3
rousing	10
rout	10
route	3
routed	9
routine	4
rove	2
row	36
rowe	1
rowe^a	1
rowed	1
rowing	2
rows	24
royal	40
royalties	9
royalty	12
rs	2
rtishtcheva	1
rub	2
rubbed	11
rubbing	10
rubbish	5
rubens	1
rubicund	1
rudder	2
ruddy	6
rude	15
rudely	1
rudeness	6
rudiments	1
rueful	1
ruefully	1
ruffled	5
rug	24
rugged	8
ruggedness	1
rugiade	1
rugs	7
ruin	77
ruin^a	3
ruined	23
ruining	4
ruins	18
rule	40
ruled	13
ruler	6
rulers	5
rules	23
ruling	2
rum	1
rumble	5
rumbled	1
rumbling	4
ruminate	1
rumored	1
rumors	2
rumour	1
run	92
rung	17
running	54
runs	14
rupture	6
rural	7
rurik	2
rush	50
rush^a	35
rushed	22
rushes	11
rushing	46
russe	1
russia	59
russian	91
russians	13
russification	4
rust	1
rustic	7
rusticity	1
rustics	1
rustle	10
rustling	8
rusty	1
ruthless	6
ruthlessly	1
ruts	4
ry	2
ryabinin	21
rye	14
ryezunov	6
s	5340
s'epare	1
s28	1
sa	1
sable	44
sack	3
sack^a	2
sacked	1
sacks	3
sacrament	12
sacred	153
sacredness	1
sacrific	1
sacrifice	51
sacrificed	13
sacrifices	7
sacrificial	1
sacrilege	3
sad	101
sadden^a	3
saddens	1
sadder	2
saddest	1
saddle	21
saddled	1
saddler	2
saddling	2
sadly	6
sadness	5
safe	57
safeguard	1
safely	4
safer	2
safest	1
safety	33
saffron	5
safie	25
sagacious	1
sagacity	4
sagas	1
sage	43
sage^a	1
sages	3
sai	1
said	3238
sail	22
sail^a	3
sailed	5
sailing	4
sailor	1
sailors	16
sails	12
saint	3
sainte	1
saintly	3
sake	94
sakes	2
sal^eve	4
salaminian	1
salamis	2
salaries	3
salary	14
sale	9
sales	1
sallied	1
sallies	1
sallow	2
sally	1
salt	14
salted	5
salubrious	2
salutation	3
salutations	1
salute	2
saluted	2
salvation	16
sam	1
samara	1
samatian	1
same	659
sameness	2
samian	1
sammt	1
samos	2
samothracia	1
samovar	11
sample	1
samson	1
samuel	1
sancta	1
sanctify	1
sanction	10
sanctioned	2
sanctity	1
sanctuaries	1
sanctuary	1
sand	22
sandals	3
sands	23
sandy	17
sang	15
sangar^a	2
sangarius	1
sanguigne	1
sanguinary	2
sanguine	14
sanguis	1
sanina	2
sanity	1
sank	52
sanskrit	1
santa	1
sap	2
saplings	1
sapp^a	1
sappho	13
saps	1
saracen	1
sarcasm	1
sarcastic	7
sarcastically	4
sarmatskys	1
sarpedon	29
sarpedon^a	8
sash	3
sasha	1
sat	250
satan	3
satchel	2
sate	10
satiate	3
satiated	3
satiating	1
satiety	1
satin	5
satiny	1
satires	1
satirical	1
satisfaction	49
satisfactorily	5
satisfactory	9
satisfied	72
satisfy	16
satisfying	3
satnio	2
satnio^a	1
satnius	1
saturated	1
saturday	12
saturn	4
saturn^a	4
saturnia	11
saturnia^a	4
saturnius	4
sauce	12
saucers	1
sauces	1
saul	1
saunter	1
sausages	5
savage	33
savageness	1
savages	3
savant	1
savants	1
save	76
saved	33
saves	4
saville	3
saving	4
saviors	1
saviour	2
savours	2
savoury	3
savoy	1
saw	615
saw^a	1
sawing	1
saxe	1
saxo	1
say	685
saying	171
sayings	1
says	72
scaea^a	3
scaean	14
scaffold	3
scaffolding	2
scaffolds	1
scalding	2
scale	20
scaled	1
scales	10
scaliger	2
scaling	2
scalloped	2
scaly	3
scamander	24
scamander^a	6
scamandrius	2
scamandros	1
scampering	1
scandal	19
scandalized	1
scandalous	3
scandals	2
scann^a	1
scanned	8
scanning	10
scant	1
scantling	1
scanty	7
scape	5
scaped	3
scapegoat	1
scapes	1
scarce	51
scarcely	71
scarcity	2
scare	1
scared	22
scarf	4
scarifier	1
scaring	1
scarlatina	8
scarlet	4
scarphe^a	1
scatter	6
scatter^a	29
scattered	19
scattering	10
scatters	5
scene	118
scenery	4
scenes	38
scent	17
scented	2
scents	4
sceptic	1
scepticism	8
sceptre	21
sceptred	4
sceptres	4
sch"utzburgs	1
schedius	3
schelling	1
scheme	10
schemes	7
scheming	1
schiavi	1
schlegel	2
schoenos	1
schol	1
scholar	2
scholars	3
scholastic	3
scholia	1
scholos	1
school	42
schoolboy	2
schoolboys	2
schooled	1
schoolfellow	4
schoolfellows	2
schoolmaster	1
schoolmistress	1
schoolroom	2
schools	26
schopenhauer	2
schroeder^a	1
schulze	1
schweigh	1
schylus	1
science	50
sciences	4
scientific	19
scientifically	1
scion	1
scipio	1
scissors	5
scoffer	1
scoffing	3
scold	3
scolded	3
scolding	4
scolds	1
scoop^a	1
scope	6
scorch	1
scorch^a	3
scorched	3
scorching	2
score	8
scored	1
scorn	23
scorn^a	3
scornful	7
scorns	1
scotch	9
scotland	6
scott	1
scoundrel	3
scoundrelly	1
scoundrels	1
scour	6
scourge	13
scourged	1
scourges	1
scout	1
scouts	1
scowled	8
scowling	17
scraggy	1
scrap	1
scrapes	1
scraping	1
scratch	1
scratching	4
scream	17
screamed	5
screaming	11
screams	3
screen	14
screen^a	5
screens	2
screw	6
screwed	1
screwing	5
screws	1
scribbled	2
scribbling	2
scripture	4
scrub	2
scrubbing	2
scruple	2
scruples	3
scrupules	1
scrupuleuse	1
scrupulous	2
scrupulously	1
scrutinize	1
scrutinized	4
scrutinizing	7
scrutiny	1
scuds	1
sculapius	3
sculptor	1
sculptor^a	1
sculpture	1
sculptured	2
sculptures	1
sculpturesque	1
scum	2
scurrying	1
scyros	1
scyros^a	1
scythe	30
scythes	9
sdegni	1
se	6
sea	92
sea^a	2
seafaring	1
seal	7
seal^a	7
sealed	11
sealing	1
seals	11
seamen	2
seams	2
search	25
search^a	1
searched	2
searching	6
seas	46
seashore	2
season	19
seasonable	1
seasoned	1
seasons	4
seat	74
seated	27
seating	4
seats	24
secession	2
secheron	1
secluded	3
seclusion	2
second	135
secondarily	1
secondary	4
seconding	1
secondly	11
seconds	18
secr'etaire	1
secrecy	1
secret	75
secretary	36
secretly	4
secrets	13
section	42
sections	6
sects	2
secular	1
secure	56
secured	6
securely	3
securing	2
security	6
sedate	6
sedge	3
sedgy	1
sedition	1
seduced	1
seductive	1
sedulous	1
see	897
seed	18
seeds	4
seeing	189
seek	77
seek^a	1
seeking	30
seeks	15
seem	56
seem^a	26
seemed	363
seeming	11
seemingly	4
seemly	1
seems	94
seen	243
seene	1
seer	10
sees	68
seest	3
seipso	1
seize	34
seized	60
seizes	4
seizing	8
seizure	1
seldom	13
select	14
selected	14
selecting	4
selection	3
selections	1
seleznevsky	2
self	123
selfish	7
selfishness	6
sell	15
selle^a	4
seller	1
selli	1
selling	6
selo	1
seltzer	6
semblance	2
semi	2
semicircular	1
seminaries	1
sempstress	1
semyenovna	1
semyon	3
semyonitch	1
semyonov	1
semyonovitch	1
semyonovna	1
senate	6
send	104
sending	22
sends	34
seneca	2
senior	3
seniority	1
seniors	1
sensation	34
sensations	40
sense	160
senseless	17
senselessness	3
senses	19
sensibilities	1
sensibility	4
sensible	36
sensibly	5
sensitive	6
sensitiveness	2
sent	201
sentence	30
sentenced	1
sentences	6
sentiment	10
sentimental	4
sentimentality	1
sentiments	16
sentinel	1
separate	27
separated	16
separately	4
separates	2
separating	1
separation	14
sept	1
september	9
sepulchral	1
sepulchre	3
sepulture	1
sepus	2
sepus^a	2
seq	11
sequel	4
sequence	2
sequester^a	1
sera	1
seraph	1
serbia	1
serenade	1
serenades	1
serene	26
serenely	9
serenes	1
serenity	7
serf	5
serfdom	6
serfs	3
serge	1
sergestus	1
sergey	301
series	16
serious	59
seriously	23
seriousness	3
sermons	2
serpent	7
serpents	2
serpohovskoy	1
serpuhovskey	1
serpuhovskoy	37
servant	59
servants	42
serve	16
served	20
serves	10
servia	3
servian	4
servians	3
service	73
serviceable	1
services	15
servile	6
servilely	1
servility	1
serving	4
servitude	1
servius	1
servox	2
seryozha	122
ses	1
sesamus	1
session	1
sestos	1
sestrin	1
set	224
setes^a	2
sets	9
settee	1
setter	2
setting	39
settle	14
settled	86
settlement	6
settlements	1
settles	2
settling	10
seul	1
seven	42
sevenfold	7
sevens	1
seventeen	11
seventeenth	2
seventh	9
seventy	2
sever	3
sever^a	3
several	160
severance	1
severe	25
severed	1
severely	14
severer	1
severity	5
sewing	2
sewn	1
sex	8
sex^a	1
sexes	1
sextus	1
sh	5
shabby	1
shade	98
shaded	13
shades	64
shading	1
shadow	25
shadowed	1
shadows	9
shadowy	2
shady	16
shaft	26
shafted	1
shafts	14
shag	1
shaggy	6
shahovskaya	1
shake	51
shaken	9
shaker	1
shakes	57
shakespeare	3
shakespere	2
shakespere1	1
shakest	1
shaking	48
shakspeare	1
shaky	1
shall	912
shallow	1
shallowness	1
shalt	17
sham	10
shame	105
shamefaced	2
shameful	32
shamefully	2
shameless	1
shamelessly	2
shamestruck	1
shan	21
shape	35
shaped	9
shapeless	1
shapely	4
shapes	6
share	94
shared	27
shareholder	1
shares	10
sharing	10
sharp	23
sharpen^a	3
sharpened	3
sharpening	1
sharper	2
sharpest	3
sharply	9
shatter	2
shatter^a	7
shattered	8
shaved	1
shaven	4
shaving	4
shawl	6
she	5588
she^a	1
sheaf	2
sheath	4
sheath^a	4
sheathe	1
sheathed	12
sheathes	1
sheaves	10
shed	46
shedding	1
sheds	5
sheep	11
sheephook	1
sheepskin	7
sheepskins	1
sheer	1
sheet	7
sheets	10
shelf	2
shell	7
shelley	1
shells	3
shelter	10
shelter^a	1
sheltered	3
shelters	1
shelves	1
shelving	1
shepherd	15
shepherd^a	4
shepherds	2
sherry	2
shield	122
shield^a	3
shielded	1
shields	44
shift	1
shifted	4
shifting	8
shifts	3
shillings	3
shilton	1
shine	44
shined	8
shines	15
shingly	1
shining	88
ship	32
shipping	1
ships	120
ships^a	1
shipwreck^a	1
shipwrecked	1
shipwright	1
shipwright^a	1
shire	4
shirked	2
shirkov	1
shirt	28
shirts	4
shiver	1
shiver^a	2
shivered	3
shivering	2
shivers	1
shlupik	3
shlupiks	4
shoals	1
shock	24
shock^a	1
shocke	1
shocked	2
shocking	8
shocks	3
shod	1
shoe	2
shoemaker	1
shoes	10
shone	37
shook	111
shoot	18
shooter^a	1
shooting	55
shoots	11
shop	15
shopkeeper	2
shopman	1
shopping	3
shops	8
shore	183
shore^a	1
shores	43
shorn	2
short	196
shortcomings	3
shorten	1
shorten^a	2
shortened	1
shorter	1
shortly	11
shortness	4
shot	61
shots	6
should	715
should^a	3
shoulder	53
shoulder^a	1
shouldered	5
shouldering	1
shoulders	80
shouldn	14
shouldst	1
shoure	1
shout	16
shouted	64
shouting	23
shouts	50
shove	1
shoved	1
shoving	1
show	108
show^a	9
showed	56
shower	19
shower^a	2
showering	4
showers	12
showery	3
showing	33
shown	36
shows	26
shrank	3
shrewd	8
shriek	7
shrieked	18
shrieking	5
shrieks	12
shrill	21
shrillest	1
shrilling	4
shrilly	3
shrine	6
shrines	1
shrink	5
shrinking	1
shrinks	2
shrivelled	1
shroud	2
shrouded	3
shrouds	7
shrubbery	2
shrubs	4
shrug	3
shrugged	5
shrugging	5
shrunk	5
shtcherbatskaya	15
shtcherbatsky	30
shtcherbatskys	41
shtoltz	4
shudder	9
shuddered	15
shuddering	5
shudders	1
shuffling	1
shun	22
shunn^a	10
shunned	3
shuns	7
shuraev	2
shut	47
shuts	2
shutter	1
shutters	3
shutting	6
shuttle	1
shy	11
shyly	4
shyness	9
si	5
sian	1
sich	1
sick	74
sickbed	2
sicken	1
sicken^a	1
sickened	5
sickening	5
sickens	1
sickle	1
sickles	1
sickliness	2
sickly	9
sickness	7
side	308
sideboard	3
sided	1
sidedness	1
sidelong	4
sides	59
sideways	12
sidling	1
sidon	1
sidonian	2
siege	6
sieve	2
sifted	4
sigaeum	1
sigh	28
sigh^a	2
sighed	29
sighing	16
sighs	16
sight	201
sight283	1
sighte	1
sighted	3
sightless	1
sights	8
sign	37
sign^a	3
signal	22
signaled	1
signalizes	2
signals	1
signature	2
signed	3
significance	34
significant	9
significantly	8
signification	2
significations	1
signified	1
signifies	1
signify	2
signifying	2
signing	4
signs	31
sigonin	2
silence	128
silenced	3
silent	128
silently	9
silius	2
silk	8
silken	5
silky	2
silliest	1
silly	17
silver	97
silvery	7
simars	1
similar	16
similarity	3
simile	3
similes	5
simois	14
simois^a	2
simoisius	4
simonides	3
simper	1
simple	80
simplehearted	1
simpler	9
simples^a	1
simplest	12
simpleton	3
simplicitas	1
simplicity	21
simplified	1
simply	188
simultaneously	3
sin	11
sinai	1
since	235
sincere	18
sincerely	19
sincerest	1
sincerity	11
sinecures	1
sinecurists	1
sinews	3
sinewy	2
sinful	1
sing	21
singed	1
singer	5
singers	1
singing	22
single	83
singled	6
singles	1
singling	1
singly	16
sings	5
sings^a	1
singular	8
singularly	3
siniavin	2
sinister	2
sink	31
sinking	23
sinks	29
sinned	4
sinner	2
sinners	1
sinon	1
sins	13
sinthians	2
sipped	1
sips	1
sipylus^a	1
sir	120
sire	125
sire^a	2
sires	5
sirian	1
sirius	1
sirius^a	1
siroc	1
sister	246
sister^a	3
sisterly	1
sisters	76
sisyphus	1
sit	66
site	18
site^a	1
sitnikov	2
sits	11
sitting	158
sittings	3
situated	8
situation	32
situations	4
siu	1
six	59
sixes	1
sixpence	1
sixteen	9
sixteenth	1
sixth	9
sixty	9
size	15
sized	1
skate	12
skated	11
skater	1
skaters	6
skates	10
skating	6
skeleton	5
skeletons	1
skep	1
sketch	14
sketched	2
sketching	2
sketchy	1
skies	166
skiff	2
skilful	13
skill	27
skill^a	30
skilled	1
skillful	2
skillfully	1
skim	1
skimm^a	1
skimming	1
skims	2
skin	19
skinned	1
skip	3
skipping	2
skips	1
skirmish	2
skirt	11
skirted	3
skirting	1
skirts	5
skorodumov	1
skulk	2
skull	1
sky	97
slack	2
slacken	1
slacken^a	2
slackened	2
slackening	1
slain	176
slaked	1
slaking	1
slam	1
slammed	1
slamming	3
slander	1
slanting	8
slapped	1
slapping	2
slate	1
slaughter	52
slaughter^a	32
slaughtered	4
slaughtering	7
slaughters	9
slav	2
slave	34
slavery	5
slaves	9
slavish	3
slavonic	15
slavophiles	1
slavs	1
slay	2
slaying	1
slays	1
sledge	39
sledges	7
sledging	1
sleek	10
sleep	143
sleep^a	4
sleeper	1
sleepers	1
sleepily	2
sleeping	19
sleepless	9
sleeplessness	1
sleeps	8
sleepy	9
sleeve	10
sleeves	9
sleight	1
slender	15
slenderly	1
slept	24
slew	40
slices	1
sliddering	1
slide	2
slides	1
sliding	1
slight	44
slighted	9
slightest	37
slighting	1
slightingly	2
slightly	21
slights	2
slim	1
slime	2
slimy	2
sling	3
sling^a	1
slingers	1
slip	9
slipped	15
slippers	7
slippery	9
slipping	3
slits	1
slope	4
sloping	4
slops	1
sloth	7
slothful	2
slouch	1
slough	1
sloven	1
slovenliness	1
slow	56
slowly	51
slowness	1
sludin	7
sluices	1
sluicy	2
slumber	9
slumber^a	3
slumbering	2
slumbers	6
slur	1
slush	3
slushy	2
sly	11
slyly	1
slyness	2
smacked	1
smacking	1
small	82
smaller	7
smallest	13
smallpox	1
smart	31
smarting	2
smartly	5
smashed	2
smashing	1
smear^a	2
smearing	1
smell	15
smelling	5
smells	1
smelt	5
smile	360
smiled	140
smiles	36
smiles^a	1
smiling	194
smilingly	2
sminthean	2
smintheus	2
sminthos	1
smit	3
smite	1
smites	1
smitten	2
smock	5
smoke	35
smoked	6
smokes	11
smoking	35
smoky	5
smooth	26
smooth^a	2
smoothed	5
smoothing	5
smoothly	9
smoothness	2
smooths	1
smote	7
smother	2
smothered	7
smyrna	3
snake	5
snakes	1
snap	3
snapped	2
snapping	3
snare	1
snares	2
snatch	12
snatch^a	20
snatched	13
snatches	4
snatching	7
sneer	2
sneering	1
sneeringly	1
sneezed	2
snetkov	15
sniff	1
sniffed	2
sniffing	3
snipe	37
snore	2
snoring	3
snort	4
snorted	4
snorting	4
snorts	1
snow	54
snowdrift	1
snows	10
snowstorm	1
snowy	28
snuffs	3
snug	2
so	2517
so^a	1
soaked	6
soaking	1
soap	3
soar	1
soar^a	2
soaring	3
soars	1
sob	3
sobb^a	1
sobbed	5
sobbing	6
sober	2
soberly	1
sobs	25
social	22
sociale	1
socialism	2
socialistic	2
socially	1
societies	3
society	153
sociology	3
sockets	2
socrat	1
socrates	5
socratis	1
socus	3
sod	1
soden	4
soe^a	1
soeur	5
soever	1
sofa	25
sofas	2
soft	110
soften	7
soften^a	3
softened	22
softening	8
softens	2
softer	5
softest	2
softly	21
softness	13
soil	23
soil^a	2
soils	1
soir'ee	3
soit	1
sokolov	3
sol	1
solace	2
solaced	1
solar	1
sold	19
soldier	15
soldier^a	4
soldiers	17
soldiers^a	2
sole	25
solely	7
solemn	54
solemnisation	2
solemnising	1
solemnities	2
solemnity	11
solemnly	3
solicit	9
solicitation	5
solicited	2
soliciting	1
solicitor	5
solicitous	2
solicits	1
solicitude	8
solid	34
solidity	2
solitary	19
solitude	30
solitudes	1
solo	1
solon	5
solution	21
solutions	1
solve	6
solved	6
solymaean	3
sombre	1
some	968
somebody	7
somehow	17
someone	64
somersaults	1
something	499
sometimes	137
somewhat	16
somewhere	25
somno	1
somnus	1
somnus^a	1
son	484
son^a	8
song	29
songs	24
sonnet	1
sonorous	1
sons	116
sont	1
soon	359
sooner	29
soot	1
soothe	23
soothed	14
soothes	3
soothing	11
soothingly	2
sooty	1
sop	2
sophisms	1
sophistries	1
sophistry	1
sophocles	3
sophois	1
sopped	1
sopus^a	1
sordid	1
sordidness	1
sore	19
sorokina	11
sorore	1
sorrel	2
sorrento	1
sorrisi	1
sorrow	51
sorrow^a	5
sorrowful	7
sorrowfully	1
sorrowing	3
sorrows	57
sorry	88
sort	149
sorte	3
sorted	1
sorting	5
sorts	27
sospir	1
sought	82
soul	302
soul^a	6
soulard	1
souls	26
sound	161
sounded	15
sounder	1
sounding	43
soundly	3
sounds	43
soup	18
soupe	2
sour	6
source	37
sources	6
sourly	2
sousing	2
south	10
southern	8
southwards	3
southwesterly	1
sovereign	26
sovereign^a	2
sow	4
sowed	3
sowing	17
sown	7
space	58
spacious	17
spade	4
spades	2
spain	1
spake	12
span	3
spangled	2
spanish	3
spare	36
spared	13
spares	1
sparing	2
spark	4
sparkle	2
sparkled	16
sparkles	4
sparkling	13
sparrow	2
sparta	3
sparta^a	5
spartan	33
spartan^a	2
spartans	1
spats	1
spatter	1
spatter^a	1
spattered	1
speak	220
speaker	6
speakers	2
speaking	130
speaks	19
spear	135
spear^a	1
spears	37
special	75
specialist	2
specialists	1
specialized	1
specially	16
specialty	1
species	13
specific	4
specified	8
specimen	1
specimens	1
speck	3
specked	1
speckled	1
speckly	1
spectacle	4
spectacles	6
spectator	4
spectator^a	1
spectators	7
spectre	5
spectres	1
speculate	1
speculation	4
speculations	1
speculator	1
speculators	1
sped	11
speech	51
speeches	21
speechless	1
speed	46
speedily	10
speeds	9
speedy	9
spell	1
spellbound	1
spelt	1
spencer	4
spend	34
spending	16
spends	1
spent	106
spera^a	1
sperchius	1
sperchius^a	1
sphere	7
spheres	3
sphodrotaetos	1
spider	1
spiders	2
spiderweb	1
spied	1
spies	6
spiky	1
spill	1
spilling	1
spilt	2
spin	2
spinal	2
spindle	3
spine	4
spinning	1
spinoza	1
spinster^a	1
spio	1
spire	3
spires	9
spirit	113
spirited	10
spiritless	1
spirits	88
spiritual	39
spiritualism	3
spiritualists	3
spiritually	2
spiry	1
spite	131
spiteful	8
spittle	1
splash	1
splashed	3
splashing	8
spleen	3
spleenful	1
splendid	67
splendidly	4
splendor	1
splendour	7
splendours	3
splinter^a	1
splintered	1
split	10
spluttered	1
spoil	37
spoil^a	2
spoiled	11
spoiler	1
spoiling	5
spoils	42
spoilt	2
spoke	242
spoke^a	2
spoken	41
spokes	4
spokesman	2
sponge	3
sponging	1
spontaneous	4
spontaneously	1
spoon	5
sport	13
sported	1
sporting	1
sportive	2
sportiveness	1
sports	2
sportsman	10
sportsmen	11
spot	52
spotless	3
spots	5
spotted	8
spouse	20
spouses	1
spouses^a	1
spout	1
spouting	5
spouts	1
sprained	2
sprang	14
sprawling	3
spread	101
spread^a	1
spreading	12
spreads	26
sprig	1
sprightly	6
spring	90
spring^a	1
springiness	1
springing	7
springs	59
springs244	1
springy	4
sprinkle	5
sprinkled	5
sprinkles	2
sprinkling	3
spruce	1
sprung	55
spun	3
spurious	1
spurn	4
spurn^a	1
spurned	4
spurns	3
spurred	1
spurs	1
spurting	1
sputtering	1
spy	7
sq	15
sqq	15
squabbles	1
squadron	7
squadrons	31
squalid	2
squalidness	2
squall	1
squalling	1
square	3
squared	2
squarely	1
squaring	1
squat	2
squatting	1
squeaked	1
squeamish	1
squeeze	4
squeezed	7
squeezing	15
squelching	2
squinting	1
squire	7
squires	3
squirrel	1
squirting	3
st	87
stabb^a	1
stabbed	2
stability	1
stable	12
stables	7
staccato	1
stack	4
stacks	5
staff	8
stag	4
stage	17
stagecoach	1
stages	1
staggered	4
staggering	7
stagnant	4
stagnate	1
stagnation	1
stahl	48
stain	11
stain^a	8
stained	5
stains	2
staircase	21
stairs	21
stake	4
stakes	4
staking	1
stale	3
stalk	2
stalk^a	8
stalked	2
stalks	12
stall	7
stalle	1
stallion	2
stalls	14
stammered	2
stamp	4
stamped	1
stamping	3
stanch	1
stanch^a	1
stand	170
stand^a	1
standard	7
stander	1
standing	153
standpoint	1
stands	94
stands132	1
stands212	1
standstill	6
stanhope	1
stanislavitch	1
stanzas	2
star	20
starched	4
starchy	2
stare	4
stared	20
stares	1
staring	15
starlight	1
starr^a	2
starry	19
stars	36
start	35
started	56
starting	24
startle	1
startled	12
startling	2
starts	8
starvation	2
starve	2
state	169
stated	4
stateliness	1
stately	20
statement	10
statements	10
states	71
statesman	3
statesmen	1
stating	4
station	51
stationary	1
stationed	3
stations	1
statistical	1
statius	2
statius^a	1
statue	2
stature	13
status	17
stay	151
stay^a	17
stayed	27
staying	36
stays	7
stead	1
steadfast	1
steadfastly	1
steadily	5
steady	17
steak	2
steal	6
stealing	6
stealth	5
stealthily	1
stealthy	1
steam	4
steamer	1
steaming	4
steams	1
steamy	2
stedfast	4
steed	19
steeds	142
steeds^a	1
steel	54
steel^a	4
steele	1
steely	10
steep	21
steep^a	4
steepe	1
steeped	1
steeple	3
steeplechase	4
steeples	1
steeps	3
steepy	3
steer	4
steered	3
steering	1
steers	7
stellata	1
stelle	1
stem	2
stemm^a	2
stentor	2
stentor^a	1
step	82
stepan	548
stepanovitch	1
stephan	1
stephanae	1
stephanus	1
stepmother	1
stepp^a	3
steppe	2
stepped	19
steppes	2
stepping	17
steps	162
stepson	1
stereotyped	1
sterling	1
stern	114
sterne	1
sternly	17
sterns	1
stesichorus	1
stethoscope	1
steward	17
sthenelaus	1
sthenelus	11
sthenelus^a	1
stichius	3
stick	16
sticking	7
sticks	2
sticky	5
stiff	18
stiffen^a	1
stiffened	3
stiffening	4
stiffens	1
stiffly	2
stiffness	4
stifle	3
stifled	1
stifling	5
stigma	1
stiles	1
still	693
still^a	2
stille	1
stillness	8
stills	2
stimulated	2
stimulating	3
stimulus	2
sting	6
stinging	1
stings	5
stinking	3
stipend	1
stipulation	1
stipules	1
stir	11
stirling	1
stirr^a	1
stirred	15
stirring	8
stirrup	2
stirs	7
stitches	1
stiva	67
sto	1
stock	15
stocked	1
stocking	3
stockings	12
stocks	3
stole	12
stolen	8
stomach	6
stone	41
stones	25
stony	9
stood	290
stood^a	2
stoop	8
stoop^a	8
stooped	2
stooping	19
stoops	6
stop	71
stopp^a	20
stoppage	1
stopped	94
stopping	34
stops	7
stops^a	1
store	30
stored	8
storehouse	1
storeroom	1
stores	9
stories	3
storing	2
storm	63
storm^a	6
storms	12
stormy	8
story	60
storytelling	1
stout	15
stoutly	2
stove	7
stoveheater	1
stow^a	3
strabo	3
straggling	3
straight	104
straightened	4
straightening	3
straightforward	5
straightforwardness	2
strain	31
strain^a	2
strained	13
straining	5
strains	3
strait	3
straiten^a	5
straits	1
strand	17
strands	2
strange	140
strangely	11
strangeness	3
stranger	53
stranger^a	1
strangers	13
